client_time,user_id,balance_id,traffic_type,payer_type,failed,attempt,platform_name,first_attempt,FW,CW,CF,FF,reason_seg,partition_date,level_cohort,super_ball
2026-01-10 06:06:54,user-015-682-1,6822,crosspromo,nonpayer,1,7,android,0,0,0,0,1,far_fail,2026-01-16,682,False
2026-01-15 04:48:52,user-015-683-0,6831,paid,payer,0,5,android,0,1,0,0,0,far_win,2026-01-16,683,True
2026-01-14 23:57:53,user-015-683-1,6832,NULL,payer,1,8,android,0,0,0,0,1,far_fail,2026-01-16,683,False
2025-12-29 21:39:51,user-015-684-0,6841,incent,nonpayer,0,6,uwp,0,1,0,0,0,far_win,2026-01-16,684,True
2025-12-28 16:48:52,user-015-684-1,6842,paid,payer,1,1,uwp,1,0,0,1,0,close_fail,2026-01-16,684,False
2026-01-02 14:30:50,user-015-685-0,6851,organic,nonpayer,1,7,uwp,0,0,0,1,0,close_fail,2026-01-16,685,True
2026-01-01 09:39:51,user-015-685-1,6852,incent,nonpayer,0,2,uwp,0,1,0,0,0,far_win,2026-01-16,685,False
2026-01-06 07:21:49,user-015-686-0,6861,crosspromo,payer,1,8,ios,0,0,0,0,0,unknown,2026-01-16,686,True
2026-01-05 02:30:50,user-015-686-1,6862,organic,nonpayer,0,3,ios,0,0,0,0,0,unknown,2026-01-16,686,False
2026-01-10 00:12:48,user-015-687-0,6871,NULL,nonpayer,1,1,android,1,0,0,0,1,far_fail,2026-01-16,687,True
2026-01-09 19:21:49,user-015-687-1,6872,crosspromo,payer,0,4,ios,0,1,0,0,0,far_win,2026-01-16,687,False
2026-01-14 17:03:47,user-015-688-0,6881,paid,nonpayer,0,2,android,0,1,0,0,0,far_win,2026-01-16,688,True
2026-01-13 12:12:48,user-015-688-1,6882,NULL,nonpayer,1,5,android,0,0,0,1,0,close_fail,2026-01-16,688,False
2025-12-28 10:54:46,user-015-689-0,6891,incent,payer,0,3,uwp,0,0,1,0,0,close_win,2026-01-16,689,True
2025-12-27 05:03:47,user-015-689-1,6892,paid,nonpayer,1,6,uwp,0,0,0,0,1,far_fail,2026-01-16,689,False
2026-01-01 03:45:45,user-015-690-0,6901,organic,payer,0,4,uwp,0,1,0,0,0,far_win,2026-01-16,690,True
2025-12-31 22:54:46,user-015-690-1,6902,incent,payer,1,7,uwp,0,0,0,0,1,far_fail,2026-01-16,690,False
2026-01-05 20:36:44,user-015-691-0,6911,crosspromo,nonpayer,1,5,ios,0,0,0,0,1,far_fail,2026-01-16,691,True
2026-01-04 15:45:45,user-015-691-1,6912,organic,payer,0,8,ios,0,0,1,0,0,close_win,2026-01-16,691,False
2026-01-09 13:27:43,user-015-692-0,6921,NULL,payer,1,6,ios,0,0,0,0,1,far_fail,2026-01-16,692,True
2026-01-08 08:36:44,user-015-692-1,6922,crosspromo,nonpayer,0,1,ios,1,0,1,0,0,close_win,2026-01-16,692,False
2026-01-13 06:18:42,user-015-693-0,6931,paid,payer,1,7,android,0,0,0,1,0,close_fail,2026-01-16,693,True
2026-01-12 01:27:43,user-015-693-1,6932,NULL,payer,0,2,android,0,1,0,0,0,far_win,2026-01-16,693,False
2025-12-27 23:09:41,user-015-694-0,6941,incent,nonpayer,0,8,uwp,0,1,0,0,0,far_win,2026-01-16,694,True
2026-01-16 18:18:42,user-015-694-1,6942,paid,payer,1,3,android,0,0,0,0,1,far_fail,2026-01-16,694,False
2025-12-31 16:00:40,user-015-695-0,6951,organic,nonpayer,0,1,uwp,1,1,0,0,0,far_win,2026-01-16,695,True
2025-12-30 11:09:41,user-015-695-1,6952,incent,nonpayer,1,4,uwp,0,0,0,1,0,close_fail,2026-01-16,695,False
2026-01-04 09:51:39,user-015-696-0,6961,crosspromo,payer,0,2,ios,0,0,1,0,0,close_win,2026-01-16,696,True
2026-01-03 04:00:40,user-015-696-1,6962,organic,nonpayer,1,5,ios,0,0,0,0,1,far_fail,2026-01-16,696,False
2026-01-08 02:42:38,user-015-697-0,6971,NULL,nonpayer,1,3,ios,0,0,0,1,0,close_fail,2026-01-16,697,True
2026-01-07 21:51:39,user-015-697-1,6972,crosspromo,payer,0,6,ios,0,1,0,0,0,far_win,2026-01-16,697,False
2026-01-12 19:33:37,user-015-698-0,6981,paid,nonpayer,1,4,android,0,0,0,0,1,far_fail,2026-01-16,698,True
2026-01-11 14:42:38,user-015-698-1,6982,NULL,nonpayer,0,7,android,0,1,0,0,0,far_win,2026-01-16,698,False
2026-01-16 12:24:36,user-015-699-0,6991,incent,payer,1,5,android,0,0,0,0,1,far_fail,2026-01-16,699,True
2026-01-15 07:33:37,user-015-699-1,6992,paid,nonpayer,0,8,android,0,0,1,0,0,close_win,2026-01-16,699,False
2025-12-30 05:15:35,user-015-700-0,7001,organic,payer,0,6,uwp,0,0,1,0,0,close_win,2026-01-16,700,True
2025-12-29 00:24:36,user-015-700-1,7002,incent,payer,1,1,uwp,1,0,0,0,1,far_fail,2026-01-16,700,False
2026-01-03 22:06:34,user-015-701-0,7011,crosspromo,nonpayer,0,7,ios,0,1,0,0,0,far_win,2026-01-16,701,True
2026-01-02 17:15:35,user-015-701-1,7012,organic,payer,1,2,uwp,0,0,0,0,1,far_fail,2026-01-16,701,False
2026-01-07 15:57:33,user-015-702-0,7021,NULL,payer,0,8,ios,0,0,0,0,0,unknown,2026-01-16,702,True
2026-01-06 10:06:34,user-015-702-1,7022,crosspromo,nonpayer,1,3,ios,0,0,0,0,0,unknown,2026-01-16,702,False
2026-01-11 08:48:32,user-015-703-0,7031,paid,payer,1,1,android,1,0,0,0,1,far_fail,2026-01-16,703,True
2026-01-10 03:57:33,user-015-703-1,7032,NULL,payer,0,4,android,0,0,1,0,0,close_win,2026-01-16,703,False
2026-01-15 01:39:31,user-015-704-0,7041,incent,nonpayer,1,2,android,0,0,0,1,0,close_fail,2026-01-16,704,True
2026-01-14 20:48:32,user-015-704-1,7042,paid,payer,0,5,android,0,1,0,0,0,far_win,2026-01-16,704,False
2025-12-29 18:30:30,user-015-705-0,7051,organic,nonpayer,0,3,uwp,0,1,0,0,0,far_win,2026-01-16,705,True
2025-12-28 13:39:31,user-015-705-1,7052,incent,nonpayer,0,6,uwp,0,1,0,0,0,far_win,2026-01-16,705,False
2026-01-02 11:21:29,user-015-706-0,7061,crosspromo,payer,0,4,uwp,0,1,0,0,0,far_win,2026-01-16,706,True
2026-01-01 06:30:30,user-015-706-1,7062,organic,nonpayer,1,7,uwp,0,0,0,1,0,close_fail,2026-01-16,706,False
2026-01-06 04:12:28,user-015-707-0,7071,NULL,nonpayer,0,5,ios,0,0,1,0,0,close_win,2026-01-16,707,True
2026-01-05 23:21:29,user-015-707-1,7072,crosspromo,payer,1,8,ios,0,0,0,0,0,unknown,2026-01-16,707,False
2026-01-10 21:03:27,user-015-708-0,7081,paid,nonpayer,1,6,android,0,0,0,1,0,close_fail,2026-01-16,708,True
2026-01-09 16:12:28,user-015-708-1,7082,NULL,nonpayer,1,1,ios,1,0,0,0,1,far_fail,2026-01-16,708,False
2026-01-14 14:54:26,user-015-709-0,7091,incent,payer,1,7,android,0,0,0,0,1,far_fail,2026-01-16,709,True
2026-01-13 09:03:27,user-015-709-1,7092,paid,nonpayer,0,2,android,0,1,0,0,0,far_win,2026-01-16,709,False
2025-12-28 07:45:25,user-015-710-0,7101,organic,payer,1,8,uwp,0,0,0,0,1,far_fail,2026-01-16,710,True
2025-12-27 02:54:26,user-015-710-1,7102,incent,payer,0,3,uwp,0,0,1,0,0,close_win,2026-01-16,710,False
2026-01-01 00:36:24,user-015-711-0,7111,crosspromo,nonpayer,0,1,uwp,1,0,1,0,0,close_win,2026-01-16,711,True
2025-12-31 19:45:25,user-015-711-1,7112,organic,payer,0,4,uwp,0,1,0,0,0,far_win,2026-01-16,711,False
2026-01-05 17:27:23,user-015-712-0,7121,NULL,payer,0,2,ios,0,1,0,0,0,far_win,2026-01-16,712,True
2026-01-04 12:36:24,user-015-712-1,7122,crosspromo,nonpayer,1,5,ios,0,0,0,0,1,far_fail,2026-01-16,712,False
2026-01-09 10:18:22,user-015-713-0,7131,paid,payer,0,3,ios,0,1,0,0,0,far_win,2026-01-16,713,True
2026-01-08 05:27:23,user-015-713-1,7132,NULL,payer,1,6,ios,0,0,0,0,1,far_fail,2026-01-16,713,False
2026-01-13 03:09:21,user-015-714-0,7141,incent,nonpayer,1,4,android,0,0,0,0,1,far_fail,2026-01-16,714,True
2026-01-12 22:18:22,user-015-714-1,7142,paid,payer,1,7,android,0,0,0,1,0,close_fail,2026-01-16,714,False
2025-12-27 20:00:20,user-015-715-0,7151,organic,nonpayer,1,5,uwp,0,0,0,1,0,close_fail,2026-01-16,715,True
2026-01-16 15:09:21,user-015-715-1,7152,incent,nonpayer,0,8,android,0,1,0,0,0,far_win,2026-01-16,715,False
2025-12-31 13:51:19,user-015-716-0,7161,crosspromo,payer,1,6,uwp,0,0,0,0,1,far_fail,2026-01-16,716,True
2025-12-30 08:00:20,user-015-716-1,7162,organic,nonpayer,0,1,uwp,1,1,0,0,0,far_win,2026-01-16,716,False
2026-01-04 06:42:18,user-015-717-0,7171,NULL,nonpayer,0,7,ios,0,1,0,0,0,far_win,2026-01-16,717,True
2026-01-03 01:51:19,user-015-717-1,7172,crosspromo,payer,0,2,ios,0,0,1,0,0,close_win,2026-01-16,717,False
2026-01-08 23:33:17,user-015-718-0,7181,paid,nonpayer,0,8,ios,0,1,0,0,0,far_win,2026-01-16,718,True
2026-01-07 18:42:18,user-015-718-1,7182,NULL,nonpayer,1,3,ios,0,0,0,1,0,close_fail,2026-01-16,718,False
2026-01-12 16:24:16,user-015-719-0,7191,incent,payer,0,1,android,1,0,1,0,0,close_win,2026-01-16,719,True
2026-01-11 11:33:17,user-015-719-1,7192,paid,nonpayer,1,4,android,0,0,0,0,1,far_fail,2026-01-16,719,False
2026-01-16 09:15:15,user-015-720-0,7201,organic,payer,1,2,android,0,0,0,0,1,far_fail,2026-01-16,720,True
2026-01-15 04:24:16,user-015-720-1,7202,incent,payer,1,5,android,0,0,0,0,1,far_fail,2026-01-16,720,False
2025-12-30 02:06:14,user-015-721-0,7211,crosspromo,nonpayer,1,3,uwp,0,0,0,0,1,far_fail,2026-01-16,721,True
2025-12-29 21:15:15,user-015-721-1,7212,organic,payer,0,6,uwp,0,0,1,0,0,close_win,2026-01-16,721,False
2026-01-03 19:57:13,user-015-722-0,7221,NULL,payer,1,4,ios,0,0,0,1,0,close_fail,2026-01-16,722,True
2026-01-02 14:06:14,user-015-722-1,7222,crosspromo,nonpayer,0,7,uwp,0,1,0,0,0,far_win,2026-01-16,722,False
2026-01-07 12:48:12,user-015-723-0,7231,paid,payer,0,5,ios,0,0,0,0,0,unknown,2026-01-16,723,True
2026-01-06 07:57:13,user-015-723-1,7232,NULL,payer,0,8,ios,0,0,0,0,0,unknown,2026-01-16,723,False
2026-01-11 05:39:11,user-015-724-0,7241,incent,nonpayer,0,6,android,0,1,0,0,0,far_win,2026-01-16,724,True
2026-01-10 00:48:12,user-015-724-1,7242,paid,payer,1,1,android,1,0,0,0,1,far_fail,2026-01-16,724,False
2026-01-15 22:30:10,user-015-725-0,7251,organic,nonpayer,0,7,android,0,1,0,0,0,far_win,2026-01-16,725,True
2026-01-14 17:39:11,user-015-725-1,7252,incent,nonpayer,1,2,android,0,0,0,1,0,close_fail,2026-01-16,725,False
2025-12-29 15:21:09,user-015-726-0,7261,crosspromo,payer,1,8,uwp,0,0,0,1,0,close_fail,2026-01-16,726,True
2025-12-28 10:30:10,user-015-726-1,7262,organic,nonpayer,1,3,uwp,0,0,0,0,1,far_fail,2026-01-16,726,False
2026-01-02 08:12:08,user-015-727-0,7271,NULL,nonpayer,1,1,uwp,1,0,0,0,1,far_fail,2026-01-16,727,True
2026-01-01 03:21:09,user-015-727-1,7272,crosspromo,payer,0,4,uwp,0,1,0,0,0,far_win,2026-01-16,727,False
2026-01-06 01:03:07,user-015-728-0,7281,paid,nonpayer,1,2,ios,0,0,0,0,1,far_fail,2026-01-16,728,True
2026-01-05 20:12:08,user-015-728-1,7282,NULL,nonpayer,0,5,ios,0,0,1,0,0,close_win,2026-01-16,728,False
2026-01-10 18:54:06,user-015-729-0,7291,incent,payer,0,3,android,0,1,0,0,0,far_win,2026-01-16,729,True
2026-01-09 13:03:07,user-015-729-1,7292,paid,nonpayer,1,6,ios,0,0,0,1,0,close_fail,2026-01-16,729,False
2026-01-14 11:45:05,user-015-730-0,7301,organic,payer,0,4,android,0,0,1,0,0,close_win,2026-01-16,730,True
2026-01-13 06:54:06,user-015-730-1,7302,incent,payer,1,7,android,0,0,0,0,1,far_fail,2026-01-16,730,False
2025-12-28 04:36:04,user-015-731-0,7311,crosspromo,nonpayer,0,5,uwp,0,1,0,0,0,far_win,2026-01-16,731,True
2025-12-27 23:45:05,user-015-731-1,7312,organic,payer,1,8,uwp,0,0,0,0,1,far_fail,2026-01-16,731,False
2026-01-01 21:27:03,user-015-732-0,7321,NULL,payer,1,6,uwp,0,0,0,0,1,far_fail,2026-01-16,732,True
2025-12-31 16:36:04,user-015-732-1,7322,crosspromo,nonpayer,0,1,uwp,1,0,1,0,0,close_win,2026-01-16,732,False
2026-01-05 14:18:02,user-015-733-0,7331,paid,payer,1,7,ios,0,0,0,1,0,close_fail,2026-01-16,733,True
2026-01-04 09:27:03,user-015-733-1,7332,NULL,payer,0,2,ios,0,1,0,0,0,far_win,2026-01-16,733,False
2026-01-09 07:09:01,user-015-734-0,7341,incent,nonpayer,1,8,ios,0,0,0,1,0,close_fail,2026-01-16,734,True
2026-01-08 02:18:02,user-015-734-1,7342,paid,payer,0,3,ios,0,1,0,0,0,far_win,2026-01-16,734,False
2026-01-13 00:00:00,user-015-735-0,7351,organic,nonpayer,0,1,android,1,1,0,0,0,far_win,2026-01-16,735,True
2026-01-12 19:09:01,user-015-735-1,7352,incent,nonpayer,1,4,android,0,0,0,0,1,far_fail,2026-01-16,735,False
2025-12-27 17:51:59,user-015-736-0,7361,crosspromo,payer,0,2,uwp,0,1,0,0,0,far_win,2026-01-16,736,True
2026-01-16 12:00:00,user-015-736-1,7362,organic,nonpayer,1,5,android,0,0,0,1,0,close_fail,2026-01-16,736,False
2025-12-31 10:42:58,user-015-737-0,7371,NULL,nonpayer,0,3,uwp,0,0,1,0,0,close_win,2026-01-16,737,True
2025-12-30 05:51:59,user-015-737-1,7372,crosspromo,payer,1,6,uwp,0,0,0,0,1,far_fail,2026-01-16,737,False
2026-01-04 03:33:57,user-015-738-0,7381,paid,nonpayer,1,4,ios,0,0,0,0,1,far_fail,2026-01-16,738,True
2026-01-03 22:42:58,user-015-738-1,7382,NULL,nonpayer,0,7,ios,0,1,0,0,0,far_win,2026-01-16,738,False
2026-01-08 20:24:56,user-015-739-0,7391,incent,payer,1,5,ios,0,0,0,0,0,unknown,2026-01-16,739,True
2026-01-07 15:33:57,user-015-739-1,7392,paid,nonpayer,0,8,ios,0,1,0,0,0,far_win,2026-01-16,739,False
2026-01-12 13:15:55,user-015-740-0,7401,organic,payer,1,6,android,0,0,0,0,1,far_fail,2026-01-16,740,True
2026-01-11 08:24:56,user-015-740-1,7402,incent,payer,0,1,android,1,0,1,0,0,close_win,2026-01-16,740,False
2026-01-16 06:06:54,user-015-741-0,7411,crosspromo,nonpayer,0,7,android,0,0,1,0,0,close_win,2026-01-16,741,True
2026-01-15 01:15:55,user-015-741-1,7412,organic,payer,1,2,android,0,0,0,0,1,far_fail,2026-01-16,741,False
2025-12-30 23:57:53,user-015-742-0,7421,NULL,payer,0,8,uwp,0,1,0,0,0,far_win,2026-01-16,742,True
2025-12-29 18:06:54,user-015-742-1,7422,crosspromo,nonpayer,1,3,uwp,0,0,0,0,1,far_fail,2026-01-16,742,False
2026-01-03 16:48:52,user-015-743-0,7431,paid,payer,0,1,ios,1,1,0,0,0,far_win,2026-01-16,743,True
2026-01-02 11:57:53,user-015-743-1,7432,NULL,payer,1,4,uwp,0,0,0,1,0,close_fail,2026-01-16,743,False
2026-01-07 09:39:51,user-015-744-0,7441,incent,nonpayer,1,2,ios,0,0,0,0,0,unknown,2026-01-16,744,True
2026-01-06 04:48:52,user-015-744-1,7442,paid,payer,0,5,ios,0,0,0,0,0,unknown,2026-01-16,744,False
2026-01-11 02:30:50,user-015-745-0,7451,organic,nonpayer,1,3,android,0,0,0,1,0,close_fail,2026-01-16,745,True
2026-01-10 21:39:51,user-015-745-1,7452,incent,nonpayer,0,6,android,0,1,0,0,0,far_win,2026-01-16,745,False
2026-01-15 19:21:49,user-015-746-0,7461,crosspromo,payer,1,4,android,0,0,0,0,1,far_fail,2026-01-16,746,True
2026-01-14 14:30:50,user-015-746-1,7462,organic,nonpayer,0,7,android,0,1,0,0,0,far_win,2026-01-16,746,False
2025-12-29 12:12:48,user-015-747-0,7471,NULL,nonpayer,0,5,uwp,0,1,0,0,0,far_win,2026-01-16,747,True
2025-12-28 07:21:49,user-015-747-1,7472,crosspromo,payer,1,8,uwp,0,0,0,1,0,close_fail,2026-01-16,747,False
2026-01-02 05:03:47,user-015-748-0,7481,paid,nonpayer,0,6,uwp,0,0,1,0,0,close_win,2026-01-16,748,True
2026-01-01 00:12:48,user-015-748-1,7482,NULL,nonpayer,1,1,uwp,1,0,0,0,1,far_fail,2026-01-16,748,False
2026-01-06 22:54:46,user-015-749-0,7491,incent,payer,0,7,ios,0,1,0,0,0,far_win,2026-01-16,749,True
2026-01-05 17:03:47,user-015-749-1,7492,paid,nonpayer,1,2,ios,0,0,0,0,1,far_fail,2026-01-16,749,False
2026-01-10 15:45:45,user-015-750-0,7501,organic,payer,1,8,android,0,0,0,0,1,far_fail,2026-01-16,750,True
2026-01-09 10:54:46,user-015-750-1,7502,incent,payer,0,3,ios,0,1,0,0,0,far_win,2026-01-16,750,False
2026-01-14 08:36:44,user-015-751-0,7511,crosspromo,nonpayer,1,1,android,1,0,0,0,1,far_fail,2026-01-16,751,True
2026-01-13 03:45:45,user-015-751-1,7512,organic,payer,0,4,android,0,0,1,0,0,close_win,2026-01-16,751,False
2025-12-28 01:27:43,user-015-752-0,7521,NULL,payer,1,2,uwp,0,0,0,1,0,close_fail,2026-01-16,752,True
2025-12-27 20:36:44,user-015-752-1,7522,crosspromo,nonpayer,0,5,uwp,0,1,0,0,0,far_win,2026-01-16,752,False
2026-01-01 18:18:42,user-015-753-0,7531,paid,payer,0,3,uwp,0,1,0,0,0,far_win,2026-01-16,753,True
2025-12-31 13:27:43,user-015-753-1,7532,NULL,payer,1,6,uwp,0,0,0,0,1,far_fail,2026-01-16,753,False
2026-01-05 11:09:41,user-015-754-0,7541,incent,nonpayer,0,4,ios,0,1,0,0,0,far_win,2026-01-16,754,True
2026-01-04 06:18:42,user-015-754-1,7542,paid,payer,1,7,ios,0,0,0,1,0,close_fail,2026-01-16,754,False
2026-01-09 04:00:40,user-015-755-0,7551,organic,nonpayer,1,5,ios,0,0,0,0,1,far_fail,2026-01-16,755,True
2026-01-08 23:09:41,user-015-755-1,7552,incent,nonpayer,1,8,ios,0,0,0,1,0,close_fail,2026-01-16,755,False
2026-01-13 21:51:39,user-015-756-0,7561,crosspromo,payer,1,6,android,0,0,0,1,0,close_fail,2026-01-16,756,True
2026-01-12 16:00:40,user-015-756-1,7562,organic,nonpayer,0,1,android,1,1,0,0,0,far_win,2026-01-16,756,False
2025-12-27 14:42:38,user-015-757-0,7571,NULL,nonpayer,1,7,uwp,0,0,0,0,1,far_fail,2026-01-16,757,True
2026-01-16 09:51:39,user-015-757-1,7572,crosspromo,payer,0,2,android,0,1,0,0,0,far_win,2026-01-16,757,False
2025-12-31 07:33:37,user-015-758-0,7581,paid,nonpayer,1,8,uwp,0,0,0,0,1,far_fail,2026-01-16,758,True
2025-12-30 02:42:38,user-015-758-1,7582,NULL,nonpayer,0,3,uwp,0,0,1,0,0,close_win,2026-01-16,758,False
2026-01-04 00:24:36,user-015-759-0,7591,incent,payer,0,1,ios,1,0,1,0,0,close_win,2026-01-16,759,True
2026-01-03 19:33:37,user-015-759-1,7592,paid,nonpayer,1,4,ios,0,0,0,0,1,far_fail,2026-01-16,759,False
2026-01-08 17:15:35,user-015-760-0,7601,organic,payer,0,2,ios,0,0,0,0,0,unknown,2026-01-16,760,True
2026-01-07 12:24:36,user-015-760-1,7602,incent,payer,1,5,ios,0,0,0,0,0,unknown,2026-01-16,760,False
2026-01-12 10:06:34,user-015-761-0,7611,crosspromo,nonpayer,1,3,android,0,0,0,0,1,far_fail,2026-01-16,761,True
2026-01-11 05:15:35,user-015-761-1,7612,organic,payer,1,6,android,0,0,0,0,1,far_fail,2026-01-16,761,False
2026-01-16 03:57:33,user-015-762-0,7621,NULL,payer,1,4,android,0,0,0,0,1,far_fail,2026-01-16,762,True
2026-01-15 22:06:34,user-015-762-1,7622,crosspromo,nonpayer,0,7,android,0,0,1,0,0,close_win,2026-01-16,762,False
2025-12-30 20:48:32,user-015-763-0,7631,paid,payer,1,5,uwp,0,0,0,1,0,close_fail,2026-01-16,763,True
2025-12-29 15:57:33,user-015-763-1,7632,NULL,payer,0,8,uwp,0,1,0,0,0,far_win,2026-01-16,763,False
2026-01-03 13:39:31,user-015-764-0,7641,incent,nonpayer,0,6,ios,0,1,0,0,0,far_win,2026-01-16,764,True
2026-01-02 08:48:32,user-015-764-1,7642,paid,payer,0,1,uwp,1,1,0,0,0,far_win,2026-01-16,764,False
2026-01-07 06:30:30,user-015-765-0,7651,organic,nonpayer,0,7,ios,0,0,0,0,0,unknown,2026-01-16,765,True
2026-01-06 01:39:31,user-015-765-1,7652,incent,nonpayer,1,2,ios,0,0,0,0,0,unknown,2026-01-16,765,False
2026-01-11 23:21:29,user-015-766-0,7661,crosspromo,payer,0,8,android,0,1,0,0,0,far_win,2026-01-16,766,True
2026-01-10 18:30:30,user-015-766-1,7662,organic,nonpayer,1,3,android,0,0,0,1,0,close_fail,2026-01-16,766,False
2026-01-15 16:12:28,user-015-767-0,7671,NULL,nonpayer,1,1,android,1,0,0,1,0,close_fail,2026-01-16,767,True
2026-01-14 11:21:29,user-015-767-1,7672,crosspromo,payer,1,4,android,0,0,0,0,1,far_fail,2026-01-16,767,False
2025-12-29 09:03:27,user-015-768-0,7681,paid,nonpayer,1,2,uwp,0,0,0,0,1,far_fail,2026-01-16,768,True
2025-12-28 04:12:28,user-015-768-1,7682,NULL,nonpayer,0,5,uwp,0,1,0,0,0,far_win,2026-01-16,768,False
2026-01-02 02:54:26,user-015-769-0,7691,incent,payer,1,3,uwp,0,0,0,0,1,far_fail,2026-01-16,769,True
2026-01-01 21:03:27,user-015-769-1,7692,paid,nonpayer,0,6,uwp,0,0,1,0,0,close_win,2026-01-16,769,False
2026-01-06 19:45:25,user-015-770-0,7701,organic,payer,0,4,ios,0,0,1,0,0,close_win,2026-01-16,770,True
2026-01-05 14:54:26,user-015-770-1,7702,incent,payer,0,7,ios,0,1,0,0,0,far_win,2026-01-16,770,False
2026-01-10 12:36:24,user-015-771-0,7711,crosspromo,nonpayer,0,5,android,0,0,1,0,0,close_win,2026-01-16,771,True
2026-01-09 07:45:25,user-015-771-1,7712,organic,payer,1,8,ios,0,0,0,0,1,far_fail,2026-01-16,771,False
2026-01-14 05:27:23,user-015-772-0,7721,NULL,payer,0,6,android,0,1,0,0,0,far_win,2026-01-16,772,True
2026-01-13 00:36:24,user-015-772-1,7722,crosspromo,nonpayer,1,1,android,1,0,0,0,1,far_fail,2026-01-16,772,False
2025-12-28 22:18:22,user-015-773-0,7731,paid,payer,1,7,uwp,0,0,0,0,1,far_fail,2026-01-16,773,True
2025-12-27 17:27:23,user-015-773-1,7732,NULL,payer,1,2,uwp,0,0,0,1,0,close_fail,2026-01-16,773,False
2026-01-01 15:09:21,user-015-774-0,7741,incent,nonpayer,1,8,uwp,0,0,0,1,0,close_fail,2026-01-16,774,True
2025-12-31 10:18:22,user-015-774-1,7742,paid,payer,0,3,uwp,0,1,0,0,0,far_win,2026-01-16,774,False
2026-01-05 08:00:20,user-015-775-0,7751,organic,nonpayer,1,1,ios,1,0,0,0,1,far_fail,2026-01-16,775,True
2026-01-04 03:09:21,user-015-775-1,7752,incent,nonpayer,0,4,ios,0,1,0,0,0,far_win,2026-01-16,775,False
2026-01-09 01:51:19,user-015-776-0,7761,crosspromo,payer,0,2,ios,0,1,0,0,0,far_win,2026-01-16,776,True
2026-01-08 20:00:20,user-015-776-1,7762,organic,nonpayer,1,5,ios,0,0,0,0,1,far_fail,2026-01-16,776,False
2026-01-13 18:42:18,user-015-777-0,7771,NULL,nonpayer,0,3,android,0,1,0,0,0,far_win,2026-01-16,777,True
2026-01-12 13:51:19,user-015-777-1,7772,crosspromo,payer,1,6,android,0,0,0,1,0,close_fail,2026-01-16,777,False
2025-12-27 11:33:17,user-015-778-0,7781,paid,nonpayer,0,4,uwp,0,0,1,0,0,close_win,2026-01-16,778,True
2026-01-16 06:42:18,user-015-778-1,7782,NULL,nonpayer,1,7,android,0,0,0,0,1,far_fail,2026-01-16,778,False
2025-12-31 04:24:16,user-015-779-0,7791,incent,payer,1,5,uwp,0,0,0,0,1,far_fail,2026-01-16,779,True
2025-12-30 23:33:17,user-015-779-1,7792,paid,nonpayer,1,8,uwp,0,0,0,0,1,far_fail,2026-01-16,779,False
2026-01-04 21:15:15,user-015-780-0,7801,organic,payer,1,6,ios,0,0,0,0,1,far_fail,2026-01-16,780,True
2026-01-03 16:24:16,user-015-780-1,7802,incent,payer,0,1,ios,1,0,1,0,0,close_win,2026-01-16,780,False
2026-01-08 14:06:14,user-015-781-0,7811,crosspromo,nonpayer,1,7,ios,0,0,0,0,0,unknown,2026-01-16,781,True
2026-01-07 09:15:15,user-015-781-1,7812,organic,payer,0,2,ios,0,0,0,0,0,unknown,2026-01-16,781,False
2026-01-12 07:57:13,user-015-782-0,7821,NULL,payer,0,8,android,0,0,1,0,0,close_win,2026-01-16,782,True
2026-01-11 02:06:14,user-015-782-1,7822,crosspromo,nonpayer,1,3,android,0,0,0,0,1,far_fail,2026-01-16,782,False
2026-01-16 00:48:12,user-015-783-0,7831,paid,payer,0,1,android,1,1,0,0,0,far_win,2026-01-16,783,True
2026-01-15 19:57:13,user-015-783-1,7832,NULL,payer,1,4,android,0,0,0,0,1,far_fail,2026-01-16,783,False
2025-12-30 17:39:11,user-015-784-0,7841,incent,nonpayer,0,2,uwp,0,1,0,0,0,far_win,2026-01-16,784,True
2025-12-29 12:48:12,user-015-784-1,7842,paid,payer,1,5,uwp,0,0,0,1,0,close_fail,2026-01-16,784,False
2026-01-03 10:30:10,user-015-785-0,7851,organic,nonpayer,1,3,ios,0,0,0,1,0,close_fail,2026-01-16,785,True
2026-01-02 05:39:11,user-015-785-1,7852,incent,nonpayer,1,6,uwp,0,0,0,0,1,far_fail,2026-01-16,785,False
2026-01-07 03:21:09,user-015-786-0,7861,crosspromo,payer,1,4,ios,0,0,0,0,0,unknown,2026-01-16,786,True
2026-01-06 22:30:10,user-015-786-1,7862,organic,nonpayer,0,7,ios,0,0,0,0,0,unknown,2026-01-16,786,False
2026-01-11 20:12:08,user-015-787-0,7871,NULL,nonpayer,1,5,android,0,0,0,0,1,far_fail,2026-01-16,787,True
2026-01-10 15:21:09,user-015-787-1,7872,crosspromo,payer,0,8,android,0,1,0,0,0,far_win,2026-01-16,787,False
2026-01-15 13:03:07,user-015-788-0,7881,paid,nonpayer,0,6,android,0,1,0,0,0,far_win,2026-01-16,788,True
2026-01-14 08:12:08,user-015-788-1,7882,NULL,nonpayer,1,1,android,1,0,0,1,0,close_fail,2026-01-16,788,False
2025-12-29 06:54:06,user-015-789-0,7891,incent,payer,0,7,uwp,0,0,1,0,0,close_win,2026-01-16,789,True
